word,layer_0,layer_1,layer_2
going,1.0,0.644,0.55
happen,1.0,0.709,0.672
El,1.0,0.755,0.644
affects,1.0,0.848,0.746
Big,1.0,0.714,0.581
below,1.0,0.611,0.434
bail,1.0,0.765,0.697
returned,1.0,0.721,0.579
Las,1.0,0.883,0.773
Vegas,1.0,0.84,0.696
video,1.0,0.7,0.573
Jackson,1.0,0.585,0.462
businesses,1.0,0.657,0.509
confident,1.0,0.71,0.579
corporate,1.0,0.675,0.459
PCs,1.0,0.753,0.671
replace,1.0,0.834,0.759
older,1.0,0.748,0.634
firm,1.0,0.61,0.414
Mr,1.0,0.791,0.685
warned,1.0,0.768,0.568
airline,1.0,0.637,0.502
negotiators,1.0,0.761,0.651
BA,1.0,0.723,0.606
television,1.0,0.753,0.603
almost,1.0,0.581,0.424
250,1.0,0.583,0.515
Both,1.0,0.865,0.811
kids,1.0,0.701,0.618
wonderful,1.0,0.651,0.491
Hospital,1.0,0.754,0.636
upset,1.0,0.686,0.577
suit,1.0,0.756,0.63
jury,1.0,0.735,0.628
calculating,1.0,0.697,0.583
killer,1.0,0.804,0.664
District,1.0,0.716,0.607
Attorney,1.0,0.751,0.662
jurors,1.0,0.782,0.695
4.30,1.0,0.645,0.514
seventh,1.0,0.543,0.409
died,1.0,0.778,0.635
21-year,1.0,0.784,0.649
critical,1.0,0.578,0.445
nearby,1.0,0.588,0.393
Malawi,1.0,0.676,0.571
intelligence,1.0,0.69,0.528
anonymity,1.0,0.754,0.664
paid,1.0,0.672,0.546
salary,1.0,0.726,0.632
Dynes,1.0,0.936,0.839
On,1.0,0.719,0.65
cell,1.0,0.656,0.473
recognised,1.0,0.693,0.542
cells,1.0,0.895,0.837
kill,1.0,0.757,0.605
recognized,1.0,0.625,0.459
Korea,1.0,0.745,0.662
required,1.0,0.714,0.55
expect,1.0,0.729,0.609
condemn,1.0,0.852,0.817
Governing,1.0,0.946,0.865
headed,1.0,0.687,0.512
permit,1.0,0.66,0.496
business,1.0,0.61,0.462
instructed,1.0,0.667,0.562
daughter,1.0,0.724,0.627
sleep,1.0,0.693,0.562
apparently,1.0,0.602,0.475
works,1.0,0.694,0.589
Windows,1.0,0.848,0.787
2000,1.0,0.627,0.501
Further,1.0,0.679,0.592
10-year,1.0,0.814,0.732
US10YT,1.0,0.836,0.789
shed,1.0,0.561,0.379
driving,1.0,0.755,0.666
Tech,1.0,0.708,0.606
forecast,1.0,0.622,0.461
Sun,1.0,0.739,0.619
Ernst,1.0,0.866,0.798
Young,1.0,0.612,0.48
denied,1.0,0.757,0.616
allegations,1.0,0.671,0.553
recommendations,1.0,0.864,0.842
Neither,1.0,0.957,0.957
nor,1.0,0.502,0.394
bribery,1.0,0.669,0.545
solve,1.0,0.816,0.739
Indeed,1.0,0.95,0.901
admitted,1.0,0.695,0.549
neither,1.0,0.794,0.694
Rogers,1.0,0.746,0.657
helped,1.0,0.691,0.497
bus,1.0,0.776,0.678
accident,1.0,0.749,0.668
covered,1.0,0.656,0.492
Disease,1.0,0.609,0.587
Control,1.0,0.657,0.596
Three,1.0,0.842,0.8
goes,1.0,0.677,0.556
sniper,1.0,0.744,0.623
shootings,1.0,0.706,0.635
Deaths,1.0,0.764,0.684
crashes,1.0,0.819,0.7
accounted,1.0,0.695,0.561
traffic,1.0,0.709,0.547
deaths,1.0,0.68,0.564
6.2,1.0,0.552,0.459
Labor,1.0,0.614,0.47
improvement,1.0,0.83,0.739
reached,1.0,0.568,0.407
fresh,1.0,0.623,0.42
Schools,1.0,0.763,0.693
Chancellor,1.0,0.808,0.707
Klein,1.0,0.603,0.473
push,1.0,0.626,0.44
standards,1.0,0.801,0.72
pleased,1.0,0.865,0.77
1950s,1.0,0.81,0.674
Norway,1.0,0.632,0.538
witness,1.0,0.721,0.558
saw,1.0,0.615,0.435
trial,1.0,0.671,0.539
While,1.0,0.896,0.826
anti,1.0,0.832,0.606
Minister,1.0,0.691,0.515
fit,1.0,0.698,0.535
Industry,1.0,0.721,0.703
sue,1.0,0.836,0.736
officers,1.0,0.702,0.578
buying,1.0,0.657,0.493
basically,1.0,0.598,0.411
Rev.,1.0,0.855,0.771
J.,1.0,0.565,0.413
calls,1.0,0.663,0.483
seeking,1.0,0.665,0.54
Australian,1.0,0.678,0.543
victims,1.0,0.704,0.625
few,1.0,0.647,0.585
row,1.0,0.659,0.521
32,1.0,0.511,0.398
sent,1.0,0.664,0.484
Baghdad,1.0,0.69,0.603
0,1.0,0.512,0.422
basis,1.0,0.733,0.611
takeover,1.0,0.68,0.532
militant,1.0,0.675,0.522
students,1.0,0.658,0.546
backing,1.0,0.647,0.45
protests,1.0,0.737,0.631
banning,1.0,0.741,0.573
adding,1.0,0.802,0.693
fewer,1.0,0.69,0.639
votes,1.0,0.712,0.577
gradually,1.0,0.725,0.551
preventing,1.0,0.865,0.801
judicial,1.0,0.887,0.782
Since,1.0,0.902,0.838
47,1.0,0.504,0.383
Ryan,1.0,0.699,0.577
outfielder,1.0,0.744,0.691
High,1.0,0.646,0.503
selected,1.0,0.667,0.453
pick,1.0,0.623,0.506
Chicago,1.0,0.664,0.53
spoke,1.0,0.796,0.673
conference,1.0,0.756,0.626
included,1.0,0.608,0.383
invited,1.0,0.764,0.642
Four,1.0,0.791,0.713
pleaded,1.0,0.888,0.807
counts,1.0,0.708,0.562
published,1.0,0.693,0.581
Journal,1.0,0.768,0.719
appears,1.0,0.674,0.534
governments,1.0,0.738,0.576
largely,1.0,0.798,0.691
Hurricane,1.0,0.89,0.819
transportation,1.0,0.694,0.569
replacement,1.0,0.631,0.419
combines,1.0,0.889,0.689
estrogen,1.0,0.852,0.8
combination,1.0,0.662,0.507
picked,1.0,0.722,0.536
Some,1.0,0.794,0.756
50,1.0,0.507,0.405
registered,1.0,0.654,0.462
Oct.,1.0,0.88,0.732
signed,1.0,0.69,0.51
seconds,1.0,0.703,0.604
conclusion,1.0,0.742,0.695
suicide,1.0,0.71,0.601
WHO,1.0,0.708,0.619
experts,1.0,0.693,0.544
rural,1.0,0.757,0.587
areas,1.0,0.763,0.656
Activists,1.0,0.818,0.722
gathering,1.0,0.625,0.425
farming,1.0,0.785,0.732
countries,1.0,0.725,0.658
Their,1.0,0.664,0.604
instead,1.0,0.764,0.578
Food,1.0,0.634,0.544
Workers,1.0,0.693,0.575
membership,1.0,0.788,0.654
losing,1.0,0.716,0.604
blue,1.0,0.755,0.61
Dow,1.0,0.878,0.837
industrial,1.0,0.72,0.598
.DJI,1.0,0.84,0.818
Oklahoma,1.0,0.699,0.613
Gas,1.0,0.643,0.553
Energy,1.0,0.501,0.378
Web,1.0,0.696,0.535
Now,1.0,0.694,0.568
husband,1.0,0.767,0.661
Roger,1.0,0.712,0.55
faces,1.0,0.696,0.527
indictment,1.0,0.775,0.68
Philippine,1.0,0.661,0.509
suspect,1.0,0.646,0.471
Barbini,1.0,0.772,0.702
comments,1.0,0.712,0.63
Conference,1.0,0.701,0.621
Science,1.0,0.641,0.563
Agriculture,1.0,0.662,0.583
Secretary,1.0,0.636,0.489
Ann,1.0,0.66,0.51
Yesterday,1.0,0.744,0.669
Amazon,1.0,0.782,0.672
Market,1.0,0.702,0.623
Prince,1.0,0.803,0.684
Sandy,1.0,0.711,0.58
global,1.0,0.598,0.414
investment,1.0,0.672,0.518
CEO,1.0,0.685,0.558
gold,1.0,0.62,0.463
GMT,1.0,0.807,0.713
Canada,1.0,0.604,0.477
focus,1.0,0.668,0.555
tries,1.0,0.815,0.661
stay,1.0,0.707,0.56
75,1.0,0.52,0.416
failed,1.0,0.658,0.396
supervisor,1.0,0.686,0.592
violate,1.0,0.823,0.655
Fifth,1.0,0.775,0.691
Amendment,1.0,0.869,0.841
path,1.0,0.729,0.669
Judge,1.0,0.825,0.721
Peterson,1.0,0.685,0.597
44,1.0,0.408,0.307
sessions,1.0,0.798,0.748
struck,1.0,0.623,0.417
able,1.0,0.85,0.734
Constitution,1.0,0.825,0.772
marketing,1.0,0.611,0.486
charitable,1.0,0.799,0.656
donations,1.0,0.797,0.739
'm,1.0,0.794,0.769
talking,1.0,0.794,0.714
follow,1.0,0.696,0.587
immigration,1.0,0.717,0.587
violations,1.0,0.781,0.638
investigated,1.0,0.645,0.506
investigation,1.0,0.737,0.649
administrative,1.0,0.662,0.517
bar,1.0,0.648,0.481
smoking,1.0,0.734,0.623
clubs,1.0,0.712,0.624
regulation,1.0,0.741,0.659
transaction,1.0,0.758,0.621
Handspring,1.0,0.694,0.555
Palm,1.0,0.808,0.622
Under,1.0,0.778,0.684
sold,1.0,0.678,0.488
facilities,1.0,0.696,0.58
approved,1.0,0.666,0.488
FDA,1.0,0.747,0.637
Bali,1.0,0.663,0.554
nightclub,1.0,0.849,0.788
bombings,1.0,0.746,0.621
200,1.0,0.498,0.387
Indonesia,1.0,0.642,0.536
News,1.0,0.601,0.521
suspects,1.0,0.692,0.515
security,1.0,0.646,0.467
French,1.0,0.629,0.527
fifth,1.0,0.531,0.386
population,1.0,0.842,0.746
By,1.0,0.69,0.642
downtown,1.0,0.691,0.527
demonstrators,1.0,0.812,0.741
jobs,1.0,0.691,0.559
threw,1.0,0.778,0.593
49,1.0,0.506,0.438
During,1.0,0.713,0.576
declared,1.0,0.638,0.419
slipped,1.0,0.721,0.528
Matt,1.0,0.813,0.672
actually,1.0,0.558,0.363
giant,1.0,0.61,0.42
rock,1.0,0.715,0.589
Earth,1.0,0.664,0.572
Mexico,1.0,0.596,0.462
rebels,1.0,0.722,0.598
accused,1.0,0.66,0.484
countryside,1.0,0.843,0.731
peace,1.0,0.716,0.592
awarded,1.0,0.675,0.496
patent,1.0,0.744,0.562
feature,1.0,0.627,0.443
instant,1.0,0.646,0.496
users,1.0,0.736,0.594
Who,1.0,0.673,0.61
There,1.0,0.927,0.876
seriously,1.0,0.575,0.412
usual,1.0,0.672,0.552
urged,1.0,0.687,0.491
employees,1.0,0.691,0.594
arrests,1.0,0.702,0.506
Selenski,1.0,0.777,0.621
Mount,1.0,0.804,0.649
Road,1.0,0.738,0.574
acts,1.0,0.708,0.562
committed,1.0,0.653,0.525
killers,1.0,0.701,0.593
hate,1.0,0.672,0.595
Kansas,1.0,0.645,0.478
16,1.0,0.492,0.398
relations,1.0,0.721,0.589
noted,1.0,0.702,0.578
consumer,1.0,0.683,0.512
army,1.0,0.705,0.567
abuses,1.0,0.769,0.657
battle,1.0,0.661,0.473
independence,1.0,0.643,0.468
accusing,1.0,0.833,0.699
committing,1.0,0.806,0.724
economy,1.0,0.738,0.6
sanctions,1.0,0.752,0.646
ex,1.0,0.741,0.501
Saddam,1.0,0.782,0.659
Hussein,1.0,0.734,0.65
1990,1.0,0.786,0.689
occupation,1.0,0.631,0.532
shattered,1.0,0.749,0.662
refugee,1.0,0.801,0.744
English,1.0,0.689,0.56
Turkish,1.0,0.668,0.526
dictionary,1.0,0.839,0.804
bulk,1.0,0.782,0.66
65,1.0,0.496,0.408
Afghanistan,1.0,0.781,0.687
primarily,1.0,0.601,0.383
House,1.0,0.69,0.565
68,1.0,0.493,0.34
Colorado,1.0,0.598,0.48
legislation,1.0,0.778,0.696
probe,1.0,0.676,0.53
inquiry,1.0,0.685,0.549
every,1.0,0.632,0.483
ups,1.0,0.699,0.537
kicking,1.0,0.808,0.709
smoke,1.0,0.742,0.632
Nevada,1.0,0.687,0.551
Lee,1.0,0.585,0.479
tied,1.0,0.616,0.396
atop,1.0,0.717,0.519
holes,1.0,0.708,0.585
tie,1.0,0.635,0.507
November,1.0,0.679,0.506
aggressive,1.0,0.602,0.48
pricing,1.0,0.751,0.579
payments,1.0,0.747,0.63
Medicare,1.0,0.714,0.533
patients,1.0,0.664,0.592
Boeing,1.0,0.686,0.571
airplane,1.0,0.86,0.815
airlines,1.0,0.733,0.605
error,1.0,0.841,0.734
poll,1.0,0.7,0.557
voters,1.0,0.653,0.535
Defense,1.0,0.67,0.561
massive,1.0,0.657,0.412
publicity,1.0,0.731,0.632
pool,1.0,0.886,0.799
argued,1.0,0.8,0.648
banks,1.0,0.713,0.629
via,1.0,0.707,0.492
Internet,1.0,0.62,0.488
mortgage,1.0,0.726,0.572
Most,1.0,0.613,0.54
cuts,1.0,0.653,0.484
Australia,1.0,0.638,0.523
disaster,1.0,0.734,0.636
carrying,1.0,0.758,0.613
38,1.0,0.544,0.457
heed,1.0,0.961,0.932
red,1.0,0.741,0.619
lights,1.0,0.676,0.54
academic,1.0,0.571,0.412
Diana,1.0,0.754,0.684
wrote,1.0,0.721,0.635
claiming,1.0,0.683,0.553
plot,1.0,0.609,0.478
Security,1.0,0.627,0.528
installed,1.0,0.613,0.461
grounds,1.0,0.682,0.534
gate,1.0,0.87,0.796
locations,1.0,0.716,0.62
Moore,1.0,0.778,0.682
immediate,1.0,0.6,0.448
Robert,1.0,0.716,0.55
asking,1.0,0.724,0.685
historical,1.0,0.658,0.538
review,1.0,0.636,0.483
Ed,1.0,0.937,0.883
White,1.0,0.652,0.541
Iranians,1.0,0.629,0.544
Qaida,1.0,0.844,0.738
native,1.0,0.558,0.412
senior,1.0,0.647,0.435
Seattle,1.0,0.694,0.539
Society,1.0,0.877,0.737
tomorrow,1.0,0.657,0.521
Justice,1.0,0.695,0.6
H.,1.0,0.66,0.594
Rehnquist,1.0,0.851,0.817
Clarence,1.0,0.848,0.733
Justices,1.0,0.806,0.732
targets,1.0,0.611,0.407
meet,1.0,0.649,0.509
counties,1.0,0.81,0.709
see,1.0,0.615,0.548
aircraft,1.0,0.689,0.578
landing,1.0,0.731,0.633
pilots,1.0,0.676,0.562
150,1.0,0.712,0.637
wonder,1.0,0.891,0.831
official,1.0,0.595,0.432
Whitney,1.0,0.653,0.545
engine,1.0,0.753,0.636
assembly,1.0,0.674,0.484
McCain,1.0,0.561,0.436
Nelson,1.0,0.743,0.652
Commerce,1.0,0.727,0.668
significant,1.0,0.545,0.377
hurdle,1.0,0.85,0.764
Zealand,1.0,0.794,0.706
seek,1.0,0.727,0.589
penalty,1.0,0.756,0.615
've,1.0,0.769,0.749
six,1.0,0.485,0.38
Let,1.0,0.95,0.926
Force,1.0,0.667,0.519
momentum,1.0,0.691,0.568
contrary,1.0,0.865,0.806
package,1.0,0.72,0.554
taxes,1.0,0.73,0.667
difficulty,1.0,0.746,0.663
multiple,1.0,0.593,0.409
easier,1.0,0.711,0.556
Putin,1.0,0.742,0.656
Arabia,1.0,0.812,0.677
Before,1.0,0.905,0.813
Russia,1.0,0.625,0.515
regards,1.0,0.79,0.653
suggests,1.0,0.63,0.514
everything,1.0,0.721,0.611
Mexican,1.0,0.622,0.51
considered,1.0,0.633,0.52
kidnapping,1.0,0.712,0.555
Tampa,1.0,0.689,0.492
differing,1.0,0.809,0.66
Ten,1.0,0.579,0.499
instances,1.0,0.738,0.6
missile,1.0,0.735,0.595
research,1.0,0.648,0.481
ways,1.0,0.74,0.667
blame,1.0,0.687,0.494
Tigers,1.0,0.677,0.553
killings,1.0,0.746,0.636
talks,1.0,0.694,0.581
interim,1.0,0.651,0.491
Glasgow,1.0,0.686,0.582
citizen,1.0,0.686,0.522
beheading,1.0,0.763,0.695
80,1.0,0.498,0.415
originally,1.0,0.683,0.464
northwest,1.0,0.85,0.715
tire,1.0,0.722,0.6
shop,1.0,0.819,0.726
Georgia,1.0,0.645,0.523
Jordan,1.0,0.658,0.548
absolutely,1.0,0.606,0.454
losses,1.0,0.68,0.568
occurred,1.0,0.771,0.663
overnight,1.0,0.559,0.4
Santa,1.0,0.75,0.566
threatened,1.0,0.644,0.436
acres,1.0,0.882,0.76
credit,1.0,0.641,0.523
Rep.,1.0,0.838,0.727
Major,1.0,0.716,0.527
D,1.0,0.72,0.585
latest,1.0,0.671,0.479
programs,1.0,0.686,0.544
However,1.0,0.948,0.895
releases,1.0,0.721,0.483
0.39,1.0,0.733,0.679
initially,1.0,0.555,0.37
61,1.0,0.521,0.392
states,1.0,0.717,0.591
60,1.0,0.521,0.397
senators,1.0,0.799,0.696
Republicans,1.0,0.72,0.606
57,1.0,0.497,0.422
Turner,1.0,0.597,0.43
represents,1.0,0.638,0.419
Five,1.0,0.778,0.702
Manuel,1.0,0.714,0.582
entered,1.0,0.74,0.52
walking,1.0,0.859,0.795
NASD,1.0,0.693,0.592
regulations,1.0,0.814,0.727
Merrill,1.0,0.744,0.615
Its,1.0,0.568,0.479
keywords,1.0,0.825,0.751
Chinese,1.0,0.682,0.561
Radio,1.0,0.769,0.632
although,1.0,0.751,0.531
All,1.0,0.666,0.576
Things,1.0,0.68,0.596
recently,1.0,0.626,0.406
proud,1.0,0.873,0.835
citizens,1.0,0.722,0.636
picks,1.0,0.794,0.613
resignation,1.0,0.743,0.658
resign,1.0,0.771,0.651
previously,1.0,0.632,0.438
robbery,1.0,0.78,0.672
conviction,1.0,0.733,0.683
served,1.0,0.717,0.523
87,1.0,0.861,0.789
cracked,1.0,0.701,0.529
co,1.0,0.718,0.499
Cisco,1.0,0.787,0.654
supplier,1.0,0.842,0.758
homes,1.0,0.692,0.603
polled,1.0,0.737,0.608
Group,1.0,0.765,0.59
autopsy,1.0,0.751,0.647
reports,1.0,0.594,0.437
initial,1.0,0.679,0.584
Howard,1.0,0.584,0.467
fairly,1.0,0.596,0.444
van,1.0,0.783,0.629
SUV,1.0,0.82,0.72
smugglers,1.0,0.828,0.702
Sheriff,1.0,0.817,0.722
People,1.0,0.691,0.612
witnesses,1.0,0.669,0.545
hear,1.0,0.704,0.607
located,1.0,0.711,0.537
vulnerability,1.0,0.81,0.69
NT,1.0,0.777,0.809
4.0,1.0,0.814,0.853
Terminal,1.0,0.968,0.942
Server,1.0,0.892,0.869
patch,1.0,0.556,0.401
additional,1.0,0.554,0.367
brings,1.0,0.743,0.516
Union,1.0,0.802,0.683
banned,1.0,0.697,0.49
import,1.0,0.84,0.73
modified,1.0,0.614,0.458
EU,1.0,0.656,0.542
consumers,1.0,0.628,0.514
feared,1.0,0.676,0.506
risks,1.0,0.756,0.656
gets,1.0,0.708,0.563
opportunity,1.0,0.744,0.652
test,1.0,0.67,0.484
McDonald,1.0,0.66,0.519
moves,1.0,0.666,0.507
According,1.0,0.933,0.842
Long,1.0,0.667,0.56
Hispanic,1.0,0.818,0.704
listed,1.0,0.703,0.538
Bureau,1.0,0.805,0.655
census,1.0,0.734,0.629
Authorities,1.0,0.819,0.709
forward,1.0,0.661,0.532
looked,1.0,0.689,0.56
deadly,1.0,0.718,0.555
Actor,1.0,0.781,0.735
2005,1.0,0.718,0.583
extension,1.0,0.65,0.467
producer,1.0,0.726,0.59
TV,1.0,0.691,0.564
Communications,1.0,0.691,0.609
Sprint,1.0,0.674,0.529
relationships,1.0,0.812,0.706
profile,1.0,0.628,0.458
SARS,1.0,0.768,0.657
teacher,1.0,0.702,0.561
lives,1.0,0.749,0.645
Second,1.0,0.652,0.594
0.4,1.0,0.669,0.588
distributed,1.0,0.586,0.375
non,1.0,0.801,0.605
governmental,1.0,0.894,0.779
boycott,1.0,0.688,0.526
organisations,1.0,0.919,0.872
grew,1.0,0.657,0.423
count,1.0,0.629,0.454
assault,1.0,0.661,0.533
Bryant,1.0,0.721,0.611
S.,1.0,0.62,0.474
51,1.0,0.465,0.354
combined,1.0,0.698,0.448
suspected,1.0,0.679,0.482
Syrian,1.0,0.704,0.584
Third,1.0,0.611,0.533
fighters,1.0,0.718,0.595
decided,1.0,0.733,0.606
rape,1.0,0.721,0.609
proceed,1.0,0.888,0.856
martial,1.0,0.768,0.626
Houston,1.0,0.596,0.504
Southwest,1.0,0.725,0.61
With,1.0,0.588,0.497
fought,1.0,0.832,0.689
streaming,1.0,0.623,0.41
uprising,1.0,0.754,0.665
miners,1.0,0.706,0.582
besieged,1.0,0.648,0.477
leaving,1.0,0.698,0.459
track,1.0,0.631,0.5
dozen,1.0,0.745,0.586
Taliban,1.0,0.716,0.622
convoy,1.0,0.723,0.595
Dell,1.0,0.692,0.58
Red,1.0,0.772,0.665
Cross,1.0,0.754,0.616
Ireland,1.0,0.712,0.622
Palestine,1.0,0.639,0.545
Campaign,1.0,0.77,0.695
planning,1.0,0.785,0.658
quite,1.0,0.697,0.559
27-year,1.0,0.916,0.806
laboratory,1.0,0.746,0.58
worker,1.0,0.744,0.579
manufacturing,1.0,0.61,0.419
sector,1.0,0.814,0.701
indicates,1.0,0.845,0.713
expansion,1.0,0.688,0.502
growth,1.0,0.709,0.606
lawsuit,1.0,0.705,0.58
Alabama,1.0,0.637,0.533
Building,1.0,0.735,0.676
earned,1.0,0.563,0.38
bonus,1.0,0.748,0.644
truck,1.0,0.798,0.689
spotted,1.0,0.714,0.561
description,1.0,0.744,0.65
knew,1.0,0.752,0.654
Jodie,1.0,0.784,0.717
Michael,1.0,0.708,0.54
Powell,1.0,0.744,0.593
FCC,1.0,0.642,0.543
colleagues,1.0,0.802,0.702
Industrial,1.0,0.807,0.75
Average,1.0,0.843,0.781
0.5,1.0,0.617,0.55
Tehran,1.0,0.713,0.596
Western,1.0,0.763,0.634
lifted,1.0,0.617,0.48
peaceful,1.0,0.683,0.538
Bill,1.0,0.656,0.499
veto,1.0,0.751,0.624
bills,1.0,0.671,0.54
times,1.0,0.685,0.591
low,1.0,0.587,0.42
negative,1.0,0.767,0.643
cargo,1.0,0.687,0.571
Old,1.0,0.698,0.588
Man,1.0,0.826,0.757
hospitalized,1.0,0.727,0.638
Reserve,1.0,0.748,0.7
worldwide,1.0,0.594,0.371
stood,1.0,0.707,0.513
decade,1.0,0.749,0.61
Associates,1.0,0.828,0.715
1995,1.0,0.77,0.667
Campbell,1.0,0.671,0.556
climbing,1.0,0.776,0.733
Smith,1.0,0.652,0.539
David,1.0,0.676,0.527
transferred,1.0,0.724,0.566
platform,1.0,0.683,0.488
gay,1.0,0.741,0.595
Democrat,1.0,0.779,0.627
explicitly,1.0,0.65,0.437
marriages,1.0,0.854,0.804
63,1.0,0.449,0.352
regular,1.0,0.585,0.366
quarantined,1.0,0.705,0.589
Still,1.0,0.814,0.739
scientist,1.0,0.728,0.588
himself,1.0,0.627,0.456
advocate,1.0,0.744,0.694
ran,1.0,0.723,0.554
Hundreds,1.0,0.951,0.928
Star,1.0,0.681,0.621
Weather,1.0,0.645,0.59
investigations,1.0,0.765,0.714
Wilson,1.0,0.674,0.536
prepare,1.0,0.73,0.605
Church,1.0,0.74,0.617
anniversary,1.0,0.77,0.657
cards,1.0,0.79,0.644
pictures,1.0,0.699,0.617
Liberal,1.0,0.702,0.589
Montenegro,1.0,0.895,0.847
independent,1.0,0.653,0.449
radical,1.0,0.819,0.739
So,1.0,0.763,0.73
showed,1.0,0.668,0.528
offender,1.0,0.83,0.756
appeared,1.0,0.719,0.573
isolated,1.0,0.647,0.482
island,1.0,0.678,0.566
Taiwan,1.0,0.686,0.561
epidemic,1.0,0.738,0.627
fastest,1.0,0.682,0.494
games,1.0,0.723,0.582
daily,1.0,0.631,0.443
took,1.0,0.67,0.494
Columbia,1.0,0.719,0.527
college,1.0,0.651,0.502
miles,1.0,0.775,0.643
north,1.0,0.675,0.504
Each,1.0,0.82,0.849
Japanese,1.0,0.591,0.436
Against,1.0,0.74,0.656
separation,1.0,0.588,0.459
buyers,1.0,0.637,0.502
payment,1.0,0.743,0.593
basic,1.0,0.718,0.571
offering,1.0,0.669,0.474
blasts,1.0,0.687,0.531
Olympic,1.0,0.7,0.584
Games,1.0,0.728,0.688
Student,1.0,0.6,0.489
faced,1.0,0.684,0.538
threatens,1.0,0.784,0.585
conservatives,1.0,0.736,0.633
provided,1.0,0.656,0.499
stance,1.0,0.743,0.616
disappointed,1.0,0.936,0.901
abortion,1.0,0.708,0.614
Africa,1.0,0.705,0.599
Joe,1.0,0.718,0.541
vice,1.0,0.679,0.508
Army,1.0,0.702,0.569
Maine,1.0,0.652,0.529
majority,1.0,0.743,0.621
G.,1.0,0.549,0.436
railroad,1.0,0.805,0.758
subway,1.0,0.734,0.643
jets,1.0,0.775,0.625
scheduled,1.0,0.756,0.546
2006,1.0,0.688,0.491
Airways,1.0,0.841,0.74
Russian,1.0,0.623,0.492
Vladimir,1.0,0.786,0.746
web,1.0,0.663,0.52
sites,1.0,0.707,0.566
wants,1.0,0.712,0.546
village,1.0,0.743,0.619
alone,1.0,0.704,0.571
Christmas,1.0,0.667,0.548
Dec.,1.0,0.844,0.68
fish,1.0,0.807,0.714
Fed,1.0,0.713,0.636
Empire,1.0,0.68,0.596
jumping,1.0,0.865,0.788
May.,1.0,0.943,0.87
pulled,1.0,0.65,0.446
Investigators,1.0,0.873,0.801
matters,1.0,0.716,0.581
discussed,1.0,0.651,0.494
bench,1.0,0.75,0.633
strikes,1.0,0.714,0.532
owns,1.0,0.764,0.58
Ukraine,1.0,0.685,0.594
producing,1.0,0.715,0.528
vision,1.0,0.684,0.532
Many,1.0,0.836,0.8
improvements,1.0,0.835,0.754
Bruce,1.0,0.613,0.473
Van,1.0,0.865,0.832
De,1.0,0.631,0.543
Morgan,1.0,0.559,0.433
de,1.0,0.667,0.536
confirm,1.0,0.674,0.525
37,1.0,0.477,0.376
probable,1.0,0.641,0.489
eagle,1.0,0.839,0.763
suffering,1.0,0.603,0.45
wounds,1.0,0.693,0.548
Just,1.0,0.898,0.851
Dean,1.0,0.728,0.597
taxpayer,1.0,0.831,0.732
spending,1.0,0.66,0.521
China,1.0,0.651,0.553
mainland,1.0,0.648,0.491
Finder,1.0,0.774,0.681
dynamic,1.0,0.709,0.576
supports,1.0,0.72,0.52
organise,1.0,0.873,0.836
sexually,1.0,0.742,0.627
S&P,1.0,0.796,0.696
applications,1.0,0.701,0.56
culture,1.0,0.831,0.724
cash,1.0,0.61,0.444
weather,1.0,0.632,0.46
effects,1.0,0.78,0.632
Martin,1.0,0.618,0.514
58,1.0,0.617,0.424
manslaughter,1.0,0.754,0.661
guidance,1.0,0.755,0.636
fiscal,1.0,0.683,0.559
remaining,1.0,0.619,0.386
guru,1.0,0.732,0.564
dangerous,1.0,0.655,0.522
experiment,1.0,0.711,0.613
ICC,1.0,0.768,0.674
cricket,1.0,0.643,0.567
career,1.0,0.568,0.44
Vietnam,1.0,0.613,0.467
peacekeeping,1.0,0.771,0.661
obligation,1.0,0.798,0.728
seeing,1.0,0.677,0.605
minimize,1.0,0.943,0.907
district,1.0,0.698,0.565
Former,1.0,0.86,0.754
star,1.0,0.64,0.482
appeals,1.0,0.668,0.513
names,1.0,0.615,0.435
detained,1.0,0.673,0.475
NASA,1.0,0.631,0.49
Arctic,1.0,0.695,0.59
ice,1.0,0.699,0.542
conventional,1.0,0.808,0.633
adopted,1.0,0.74,0.663
March,1.0,0.624,0.483
IAEA,1.0,0.748,0.676
invitation,1.0,0.807,0.727
accepted,1.0,0.654,0.535
Iran,1.0,0.69,0.589
Republic,1.0,0.747,0.64
Party,1.0,0.72,0.639
ministers,1.0,0.766,0.64
canceled,1.0,0.758,0.544
agricultural,1.0,0.739,0.566
reform,1.0,0.757,0.629
agriculture,1.0,0.597,0.507
representative,1.0,0.744,0.635
College,1.0,0.677,0.562
Next,1.0,0.665,0.588
agree,1.0,0.748,0.652
discussions,1.0,0.822,0.794
ever,1.0,0.571,0.389
guy,1.0,0.816,0.738
crowd,1.0,0.775,0.689
Perry,1.0,0.813,0.706
legislative,1.0,0.899,0.86
Rick,1.0,0.815,0.683
photo,1.0,0.872,0.821
photograph,1.0,0.722,0.628
Age,1.0,0.724,0.614
Saudis,1.0,0.805,0.681
returns,1.0,0.684,0.51
submitted,1.0,0.781,0.691
Winston,1.0,0.707,0.55
Open,1.0,0.67,0.536
Costa,1.0,0.819,0.73
opponent,1.0,0.693,0.54
whom,1.0,0.774,0.681
improves,1.0,0.836,0.751
speculation,1.0,0.71,0.574
Democrats,1.0,0.695,0.581
currently,1.0,0.644,0.447
